05.03.2026                             Salida dinámica de lista                                                                                   1


		Elemento PEP	Denominación del objeto	Texto de pedido		   Val/MonObj	MonO	Doc.compr.	Usuario	Fe.contab.
		EEX-250008-01	EX-Reubicación estacion de desarme/repar	REEMPLAZO Y NORMALIZACION TDFyA FINAL FI		    4.068,19	USD	8242299172	ZA51560	15.12.2025
		EEX-250008-01	EX-Reubicación estacion de desarme/repar			       94,19	USD		ZA20326	16.12.2025
		EEX-250008-01	EX-Reubicación estacion de desarme/repar			        2,21	USD		ZA20326	16.12.2025
		EEX-250008-01	EX-Reubicación estacion de desarme/repar			        0,93	USD		ZA20326	16.12.2025
		EEX-250008-01	EX-Reubicación estacion de desarme/repar			       17,45	USD		ZA20326	16.12.2025
		EEX-250008-01	EX-Reubicación estacion de desarme/repar			       47,06	USD		ZA20326	16.12.2025
		EEX-250008-01	EX-Reubicación estacion de desarme/repar	Instalacion RED GT Dissasembly		        7,84	USD	8242298189	AC41273	17.12.2025
		EEX-250017-01	EX-Reduccion Generacion Ruido, Fase 1	AUDIFONO JABRA EVOLVE 20 SE (4999-823-36		        5,71	USD	8242302785	AC41273	17.12.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Admiral esmalte sintético Blanco		        5,43	USD	8242299203	AC41273	17.12.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Admiral esmalte sintético Azul		        5,43	USD	8242299203	AC41273	17.12.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Admiral esmalte sintético Amarillo		        5,43	USD	8242299203	AC41273	17.12.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	EAA RL KP CONSTRUC SATIN BASE X GL		        0,53	USD	8242299203	AC41273	17.12.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	EAA RL KP CONSTRUC SATIN BASE R GL		        0,53	USD	8242299203	AC41273	17.12.2025
		EEX-250008-01	EX-Reubicación estacion de desarme/repar	REEMPLAZO Y NORMALIZACION TDFyA FINAL FI		-7,43	USD	8242299172	AC41273	18.12.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Brocha de 2" Condor Excelsior		        0,51	USD	8242298850	AC41273	18.12.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Brocha de 3" Condor Excelsior		        0,79	USD	8242298850	AC41273	18.12.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Rodillo de 23 cms chiporro natural Condo		        1,27	USD	8242298850	AC41273	18.12.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Rodillo de 13 cms chiporro natural Condo		        0,83	USD	8242298850	AC41273	18.12.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Cinta Maskin Tape 18 mm x 40 mts Usa Tap		        0,36	USD	8242298850	AC41273	18.12.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	HOJA SIERRA SABLE 225X18PT		        0,11	USD	8242302765	AC41273	18.12.2025
		EEX-250001-01	EX-Thermic Insulation (Steam pipe line)	Suminist e Instalación Aislación Térmica		   10.072,70	USD	8242207571	AA18489	18.12.2025
		EEX-250008-01	EX-Reubicación estacion de desarme/repar			       56,14	USD		ZA20326	19.12.2025
		EEX-250008-01	EX-Reubicación estacion de desarme/repar			       17,45	USD		ZA20326	19.12.2025
		EEX-250008-01	EX-Reubicación estacion de desarme/repar			       94,19	USD		ZA20326	19.12.2025
		EEX-250008-01	EX-Reubicación estacion de desarme/repar			        2,20	USD		ZA20326	19.12.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	HOJA SIERRA SABLE 225X18PT		      424,17	USD	8242302765	AC44147	19.12.2025
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda	Servicio de limpieza de estanque		    4.973,62	USD	8242299202	AC13451	20.12.2025
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda	Válvulas hacer carbono 1.1/2" soldar		      652,94	USD	8242304315	AC44147	22.12.2025
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda	Batería, 12 volt. CCA 580A, 80 A/H AC-		      824,25	USD	8242304315	AC44147	22.12.2025
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda	Válvulas check 2" pvc/epdm Hayward.		      448,21	USD	8242304315	AC44147	22.12.2025
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda	Selinciador de alto flujo de 2".		      161,75	USD	8242304315	AC44147	22.12.2025
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda	Kilos soldadura 3/32 6011		      110,60	USD	8242304315	AC44147	22.12.2025
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda	Nivel Flowmax 220 V-15 A		      343,03	USD	8242304315	AC44147	22.12.2025
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda	Disco de corte inox. 4.1/2" x 1mm Stanle		       27,48	USD	8242304315	AC44147	22.12.2025
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda	Sellante Asfaltico juntas blackseal.		       96,60	USD	8242304315	AC44147	22.12.2025
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda	Junta de expansión 6" según foto.		    1.284,53	USD	8242304315	AC44147	22.12.2025
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda	Metros ca#eria pvc 2" celeste.		      105,50	USD	8242304315	AC44147	22.12.2025
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda	Codos 45° pvc celeste 2".		       13,19	USD	8242304315	AC44147	22.12.2025
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda	Codos de 90° pvc celeste 2"		       13,19	USD	8242304315	AC44147	22.12.2025
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda	Coplas de 2" pvc celeste.		       11,43	USD	8242304315	AC44147	22.12.2025
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda	Curva 90° sch80 soldar		      531,92	USD	8242304315	AC44147	22.12.2025
		EEX-250031-01	EX-Cambio de Piping Alimentación Refrig	Cambio de piping 18" edificio 1 j		   40.062,48	USD	8242298221	AC13451	23.12.2025
		EEX-250030-01	EX-Reparacion Piping General Planta	Cambio TCU Calandra z		   35.421,33	USD	8242298223	AC13451	23.12.2025
		EEX-250030-01	EX-Reparacion Piping General Planta	Cambio de alimnetacion de piping APEXER		   40.518,92	USD	8242297795	AC13451	23.12.2025
		EEX-250031-01	EX-Cambio de Piping Alimentación Refrig	SERVICIO DE DESMONTAJE DE PIPING		   12.373,13	USD	8242295983	AC13451	23.12.2025
		EEX-250031-01	EX-Cambio de Piping Alimentación Refrig	Cambio de pipig 4" taller de extrusion		    9.468,60	USD	8242297803	AC13451	23.12.2025
		EEX-250031-01	EX-Cambio de Piping Alimentación Refrig	Reparacion piping trinchera 100 200 300		   16.515,00	USD	8242298616	AC13451	23.12.2025
		EEX-250031-01	EX-Cambio de Piping Alimentación Refrig	Servicio de equipo soldadores piping		   20.731,56	USD	8242298208	AC13451	23.12.2025
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda	Fabricacion de piping 16" agua		   49.185,84	USD	8242298632	AC13451	23.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Fabricacion de alimentacion y manilfold		   82.691,79	USD	8242298638	AC13451	23.12.2025
		EEX-250030-01	EX-Reparacion Piping General Planta	CAMBIO DE PIPING AGUA POTABLE		   22.345,75	USD	8242298621	AC13451	23.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	CAMBIO DE PIPING AGUA POTABLE		    5.586,44	USD	8242298621	AC13451	23.12.2025
		EEX-250008-01	EX-Reubicación estacion de desarme/repar			       95,33	USD		ZA20326	23.12.2025
		EEX-250008-01	EX-Reubicación estacion de desarme/repar			        2,21	USD		ZA20326	23.12.2025
		EEX-250008-01	EX-Reubicación estacion de desarme/repar			       47,58	USD		ZA20326	23.12.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	HOJA SIERRA SABLE 225X18PT		        3,88	USD	8242302765	AC41273	24.12.2025
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda	Válvulas hacer carbono 1.1/2" soldar		        2,37	USD	8242304315	AC41273	24.12.2025
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda	Batería, 12 volt. CCA 580A, 80 A/H AC-		        3,00	USD	8242304315	AC41273	24.12.2025
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda	Válvulas check 2" pvc/epdm Hayward.		        1,63	USD	8242304315	AC41273	24.12.2025
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda	Selinciador de alto flujo de 2".		        0,59	USD	8242304315	AC41273	24.12.2025
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda	Kilos soldadura 3/32 6011		        0,41	USD	8242304315	AC41273	24.12.2025
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda	Nivel Flowmax 220 V-15 A		        1,25	USD	8242304315	AC41273	24.12.2025
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda	Disco de corte inox. 4.1/2" x 1mm Stanle		        0,10	USD	8242304315	AC41273	24.12.2025
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda	Sellante Asfaltico juntas blackseal.		        0,35	USD	8242304315	AC41273	24.12.2025
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda	Junta de expansión 6" según foto.		        4,68	USD	8242304315	AC41273	24.12.2025
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda	Metros ca#eria pvc 2" celeste.		        0,39	USD	8242304315	AC41273	24.12.2025
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda	Codos 45° pvc celeste 2".		        0,05	USD	8242304315	AC41273	24.12.2025
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda	Codos de 90° pvc celeste 2"		        0,05	USD	8242304315	AC41273	24.12.2025
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda	Coplas de 2" pvc celeste.		        0,04	USD	8242304315	AC41273	24.12.2025
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda	Curva 90° sch80 soldar		        1,93	USD	8242304315	AC41273	24.12.2025
		EEX-250030-01	EX-Reparacion Piping General Planta	Cambio TCU Calandra z		      128,69	USD	8242298223	ZB06923	26.12.2025
		EEX-250030-01	EX-Reparacion Piping General Planta	Cambio de alimnetacion de piping APEXER		      147,20	USD	8242297795	ZB06923	26.12.2025
		EEX-250031-01	EX-Cambio de Piping Alimentación Refrig	Cambio de piping 18" edificio 1 j		      145,55	USD	8242298221	ZB06923	26.12.2025
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda	Fabricacion de piping 16" agua		      178,69	USD	8242298632	ZB06923	26.12.2025
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda	Servicio de limpieza de estanque		       54,60	USD	8242299202	AC41273	26.12.2025
		EEX-250010-01	EX-Reubicacion estacion lubricado manual			      595,26	USD		ZA20326	28.12.2025
		EEX-250010-01	EX-Reubicacion estacion lubricado manual			        1,00	USD		ZA20326	28.12.2025
		EEX-250031-01	EX-Cambio de Piping Alimentación Refrig	Cambio de pipig 4" taller de extrusion		       43,00	USD	8242297803	AC41273	29.12.2025
		EEX-250031-01	EX-Cambio de Piping Alimentación Refrig	Reparacion piping trinchera 100 200 300		       75,00	USD	8242298616	AC41273	29.12.2025
		EEX-250031-01	EX-Cambio de Piping Alimentación Refrig	Servicio de equipo soldadores piping		       94,15	USD	8242298208	AC41273	29.12.2025
		EEX-250031-01	EX-Cambio de Piping Alimentación Refrig	SERVICIO DE DESMONTAJE DE PIPING		       56,19	USD	8242295983	AC41273	29.12.2025
		EEX-250001-01	EX-Thermic Insulation (Steam pipe line)	Suminist e Instalación Aislación Térmica		      110,49	USD	8242207571	ZB06923	29.12.2025
		EEX-250004-01	EX-Modificación centro distribución S10	TRANSFORMER CURRENT		-125,83	USD	8242213520	AC67886	29.12.2025
		EEX-250004-01	EX-Modificación centro distribución S10	TRANSFORMER CURRENT		-129,81	USD	8242213520	AC67886	29.12.2025
		EEX-250008-01	EX-Reubicación estacion de desarme/repar	Mechanical GT Dissasemble Relocation		   34.255,95	USD	8242229552	ZA51560	30.12.2025
		EEX-250007-01	EX-C-Com Relocation (TBM, ASRS)	Construcción Nvo. Cecom ASRS		   19.040,86	USD	8242264842	AC15848	30.12.2025
		EEX-250000-01	EX-Preparatory entrapment point Prep MiX	Fabric. de barreras de choque para Racks		    5.099,08	USD	8242297765	AC13779	30.12.2025
		EEX-250010-01	EX-Reubicacion estacion lubricado manual	Relocalizacion Manual Lube		   48.788,16	USD	8242269067	ZA51560	30.12.2025
		EEX-250032-01	EX-Reemplazo Tablero Alumbrado Edifici	Cambio de tablero de alumbrado mixer 3		   35.549,35	USD	8242298901	AC13451	30.12.2025
		EEX-250035-01	EX-Modification Safety improvemets for	MODIFICACION Y REUBICACION DE GUIAS GUAR		   35.238,45	USD	8242299198	AA95980	30.12.2025
		EEX-250018-01	EX-Fire Risk Reduction Mixer Building			       79,46	USD		ZA20326	31.12.2025
		EEX-250010-01	EX-Reubicacion estacion lubricado manual			       17,45	USD		ZA20326	31.12.2025
		EEX-250018-01	EX-Fire Risk Reduction Mixer Building			       98,00	USD		ZA20326	31.12.2025
		EEX-250018-01	EX-Fire Risk Reduction Mixer Building			      111,99	USD		ZA20326	31.12.2025
		EEX-250018-01	EX-Fire Risk Reduction Mixer Building			      122,50	USD		ZA20326	31.12.2025
		EEX-250018-01	EX-Fire Risk Reduction Mixer Building			        1,00	USD		ZA20326	31.12.2025
		EEX-250018-01	EX-Fire Risk Reduction Mixer Building			        4,23	USD		ZA20326	31.12.2025
		EEX-250025-01	EX-Up grade vigas de tecle de calandr			    2.784,31	USD		AA14149	30.12.2025
		EEX-250032-01	EX-Reemplazo Tablero Alumbrado Edifici			      139,41	USD		AA14149	29.12.2025
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda			      295,38	USD		AA14149	29.12.2025
		EEX-250017-01	EX-Reduccion Generacion Ruido, Fase 1			       63,99	USD		ZA20326	31.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Fabricacion de alimentacion y manilfold		-300,42	USD	8242298638	AC03318	31.12.2025
		EEX-250018-01	EX-Fire Risk Reduction Mixer Building			        5,70	USD		ZA20326	31.12.2025
		EEX-250030-01	EX-Reparacion Piping General Planta	CAMBIO DE PIPING AGUA POTABLE		-20,30	USD	8242298621	ZB06923	31.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	CAMBIO DE PIPING AGUA POTABLE		-5,08	USD	8242298621	ZB06923	31.12.2025
		EEX-240007-01	EX-Critical Entrapment Points Div B	Protección Zona 1 Lubricadora ASRS		   10.165,32	USD	8242290260	AA95980	31.12.2025
		EEX-240007-01	EX-Critical Entrapment Points Div B	Protección Zona 1 Lubricadora ASRS		    7.224,91	USD	8242290272	AA95980	31.12.2025
		EEX-250018-01	EX-Fire Risk Reduction Mixer Building			      158,91	USD		ZA25292	02.01.2026
		EEX-250018-01	EX-Fire Risk Reduction Mixer Building			       98,35	USD		ZA25292	02.01.2026
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas			      255,56	USD		ZA35674	02.01.2026
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas			      238,37	USD		ZA35674	02.01.2026
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas			      214,15	USD		ZA35674	02.01.2026
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas			       42,63	USD		ZA35674	02.01.2026
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas			       98,00	USD		ZA35674	02.01.2026
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas			       11,43	USD		ZA35674	02.01.2026
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Limpieza de pilares y muros T500 & T600		   18.898,48	USD	8242299472	AC13779	06.01.2026
		EEX-250018-01	EX-Fire Risk Reduction Mixer Building	Limpieza ductos Mixer 1,2,3,4,y5  Roller		   58.680,29	USD	8242301519	AC13779	06.01.2026
		EEX-250013-01	EX-Camaras de Vision Artificial Pruebas	FABRICAR METALICA PARA PROTECCION DE LUZ		      245,30	USD	8242299464	AC97021	07.01.2026
		EEX-250008-01	EX-Reubicación estacion de desarme/repar	Electrical GT Dissasemble Relocation		    2.290,33	USD	8242229553	ZA51560	07.01.2026
		EEX-250007-01	EX-C-Com Relocation (TBM, ASRS)	Refuerzo Estructural Nvo. Cecom ASRS		    4.292,75	USD	8242313517	AC15848	08.01.2026
		EEX-250000-01	EX-Preparatory entrapment point Prep MiX	Fabric. de barreras de choque para Racks		       92,96	USD	8242297765	AC41273	08.01.2026
		EEX-240007-01	EX-Critical Entrapment Points Div B	Protección Zona 1 Lubricadora ASRS		       39,09	USD	8242290272	AC41273	09.01.2026
		EEX-240007-01	EX-Critical Entrapment Points Div B	Protección Zona 1 Lubricadora ASRS		       54,99	USD	8242290260	AC41273	09.01.2026
		EEX-250007-01	EX-C-Com Relocation (TBM, ASRS)	Construcción Nvo. Cecom ASRS		      347,15	USD	8242264842	AC41273	12.01.2026
		EEX-250013-01	EX-Camaras de Vision Artificial Pruebas	FABRICAR METALICA PARA PROTECCION DE LUZ		        0,44	USD	8242299464	AC41273	12.01.2026
		EEX-250007-01	EX-C-Com Relocation (TBM, ASRS)	Refuerzo Estructural Nvo. Cecom ASRS		        7,70	USD	8242313517	AC41273	12.01.2026
		EEX-250008-01	EX-Reubicación estacion de desarme/repar	Electrical GT Dissasemble Relocation		        4,11	USD	8242229553	AC41273	12.01.2026
		EEX-250013-01	EX-Camaras de Vision Artificial Pruebas	Camara SICK		    4.457,55	USD	8242307809	AC44147	13.01.2026
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Servicio de arriendo nuevas plataformas		    7.242,19	USD	8242307082	AC13779	20.01.2026
		EEX-250016-01	CAP-Aire acondicionado oficinas genera	UPGRADE CLIMATIZACIÓN DE OFICINAS GENER.		   23.478,64	USD	8242290885	AC13779	21.01.2026
		EEX-250013-01	EX-Camaras de Vision Artificial Pruebas	Camara SICK		-19,74	USD	8242307809	AC41273	21.01.2026
		EEX-250035-01	EX-Modification Safety improvemets for	MODIFICACION Y REUBICACION DE GUIAS GUAR		   15.680,40	USD	8242299198	AA95980	22.01.2026
		EEX-250010-01	EX-Reubicacion estacion lubricado manual			        0,50	USD		ZA20326	22.01.2026
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Limpieza de pilares y muros T500 & T600		-85,20	USD	8242299472	ZB06923	23.01.2026
		EEX-250016-01	CAP-Aire acondicionado oficinas genera	UPGRADE CLIMATIZACIÓN DE OFICINAS GENER.		      438,27	USD	8242290885	AC41273	23.01.2026
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Servicio de arriendo nuevas plataformas		      135,19	USD	8242307082	AC41273	23.01.2026
		EEX-240019-01	EX-Reparacion piping Extrusora Hexaplex	Metros sin costura A-106 SCH80 8" BRAS.		    1.954,15	USD	8242324320	AC13451	26.01.2026
		EEX-240019-01	EX-Reparacion piping Extrusora Hexaplex	Flange WNXS EUROPA A-105 16"/150ANSI		    1.900,98	USD	8242324320	AC13451	26.01.2026
		EEX-250018-01	EX-Fire Risk Reduction Mixer Building	Limpieza ductos Mixer 1,2,3,4,y5  Roller		-211,65	USD	8242301519	ZB06923	26.01.2026
		EEX-250035-01	EX-Modification Safety improvemets for	MODIFICACION Y REUBICACION DE GUIAS GUAR		-13,77	USD	8242299198	ZB06923	27.01.2026
		EEX-250007-01	EX-C-Com Relocation (TBM, ASRS)	Construcción Nvo. Cecom ASRS		   14.081,91	USD	8242264842	AC15848	27.01.2026
		EEX-250008-01	EX-Reubicación estacion de desarme/repar	INSTALACION TOMAS ELECTRICAS HORNO		    1.182,02	USD	8242319403	ZA51560	28.01.2026
		EEX-250008-01	EX-Reubicación estacion de desarme/repar	Relocalizacion luminarias		    1.265,72	USD	8242319383	ZA51560	28.01.2026
		EEX-250008-01	EX-Reubicación estacion de desarme/repar			      141,02	USD		ZA20326	28.01.2026
		EEX-250007-01	EX-C-Com Relocation (TBM, ASRS)	Construcción Nvo. Cecom ASRS		       85,05	USD	8242264842	AC41273	29.01.2026
		EEX-240019-01	EX-Reparacion piping Extrusora Hexaplex	Flange WNXS EUROPA A-105 16"/150ANSI		       29,81	USD	8242324320	AC41273	29.01.2026
		EEX-240019-01	EX-Reparacion piping Extrusora Hexaplex	Metros sin costura A-106 SCH80 8" BRAS.		       30,64	USD	8242324320	AC41273	29.01.2026
		EEX-250008-01	EX-Reubicación estacion de desarme/repar	Relocalizacion luminarias		        6,55	USD	8242319383	AC41273	30.01.2026
		EEX-250008-01	EX-Reubicación estacion de desarme/repar	INSTALACION TOMAS ELECTRICAS HORNO		        6,12	USD	8242319403	AC41273	30.01.2026
		EEX-240019-01	EX-Reparacion piping Extrusora Hexaplex	Flange WNXS EUROPA A-105 16"/150ANSI		-9,94	USD	8242324320	ZB06923	31.01.2026
		EEX-240019-01	EX-Reparacion piping Extrusora Hexaplex	Metros sin costura A-106 SCH80 8" BRAS.		-10,21	USD	8242324320	ZB06923	31.01.2026
		EEX-250011-01	EX-Molds cleaning Shop Relocation	Normalizar  Carpa 15 x 60 Mecanica		   15.301,37	USD	8242318523	ZA51560	02.02.2026
		EEX-250008-01	EX-Reubicación estacion de desarme/repar			    7.476,09	USD		AA14149	31.01.2026
		EEX-250004-01	EX-Modificación centro distribución S10			    1.323,10	USD		AA14149	30.01.2026
		EEX-250010-01	EX-Reubicacion estacion lubricado manual			      993,56	USD		AA14149	30.01.2026
		EEX-250034-01	EX-Reparacion Piping 16" Agua Blanda			      650,23	USD		AA14149	30.01.2026
		EEX-250017-01	EX-Reduccion Generacion Ruido, Fase 1	Cilindro Naumatico		      127,04	USD	8242297766	AC44147	02.02.2026
		EEX-250017-01	EX-Reduccion Generacion Ruido, Fase 1	Cilindro Naumatico		        0,76	USD	8242297766	AC41273	04.02.2026
		EEX-250008-01	EX-Reubicación estacion de desarme/repar			        0,30	USD		ZA20326	06.02.2026
		EEX-250008-01	EX-Reubicación estacion de desarme/repar			        9,79	USD		ZA20326	06.02.2026
		EEX-250013-01	EX-Camaras de Vision Artificial Pruebas	MEDIDOR DE INCLINACION LASER GIM 60L (10		      253,99	USD	8242319375	AC42522	09.02.2026
		EEX-250011-01	EX-Molds cleaning Shop Relocation	CABLE 1KV 1AWG NEGRO SUPERFLEX EX09 03		    4.319,53	USD	8242327964	AC42522	10.02.2026
		EEX-250010-01	EX-Reubicacion estacion lubricado manual	Barrera cambio de bladder / Lubricadora		    3.384,78	USD	8242327929	ZA51560	10.02.2026
		EEX-250011-01	EX-Molds cleaning Shop Relocation	Protección tablero Sala de bateria		    1.591,39	USD	8242327337	ZA51560	10.02.2026
		EEX-250007-01	EX-C-Com Relocation (TBM, ASRS)	Protecciones Estructura Nvo Cecom ASRS		    3.588,65	USD	8242327997	AC15848	10.02.2026
		EEX-250007-01	EX-C-Com Relocation (TBM, ASRS)	Inst. 3 Puntos Red Nvo. Cecom ASRS		      765,56	USD	8242327937	AC15848	10.02.2026
		EEX-240007-01	EX-Critical Entrapment Points Div B	Planos de construcción dise#o de dos opc		      761,15	USD	8242327598	AA95980	10.02.2026
		EEX-250006-01	EX-Upgrade AC Units Division A y B	Suminist e instalac. equipos de clima		    6.107,84	USD	8242274203	AC13779	10.02.2026
		EEX-250011-01	EX-Molds cleaning Shop Relocation	Normalizar  Carpa 15 x 60 Electrica		    2.871,95	USD	8242318522	ZA51560	11.02.2026
		EEX-250007-01	EX-C-Com Relocation (TBM, ASRS)	Construcción Nvo. Cecom ASRS		   20.273,23	USD	8242264842	AC15848	11.02.2026
		EEX-250013-01	EX-Camaras de Vision Artificial Pruebas	MEDIDOR DE INCLINACION LASER GIM 60L (10		        1,09	USD	8242319375	AC41273	11.02.2026
		EEX-240019-01	EX-Reparacion piping Extrusora Hexaplex	Flange WNXS EUROPA A-105 16"/150ANSI		       33,12	USD	8242324320	AC97495	11.02.2026
		EEX-240019-01	EX-Reparacion piping Extrusora Hexaplex	Metros sin costura A-106 SCH80 8" BRAS.		       34,04	USD	8242324320	AC97495	11.02.2026
		EEX-250008-01	EX-Reubicación estacion de desarme/repar	Mechanical GT Dissasemble Relocation		    4.052,56	USD	8242229552	ZA51560	11.02.2026
		EEX-250007-01	EX-C-Com Relocation (TBM, ASRS)	Sum. TV (2) Led & Soportes CCTV ASRS		      686,70	USD	8242335844	AC15848	12.02.2026
		EEX-250011-01	EX-Molds cleaning Shop Relocation	Protección tablero Sala de bateria		-4,08	USD	8242327337	AC97495	12.02.2026
		EEX-250010-01	EX-Reubicacion estacion lubricado manual	Barrera cambio de bladder / Lubricadora		-8,68	USD	8242327929	AC97495	12.02.2026
		EEX-250007-01	EX-C-Com Relocation (TBM, ASRS)	Protecciones Estructura Nvo Cecom ASRS		-9,20	USD	8242327997	AC97495	12.02.2026
		EEX-240007-01	EX-Critical Entrapment Points Div B	Planos de construcción dise#o de dos opc		-1,95	USD	8242327598	AC97495	12.02.2026
		EEX-250008-01	EX-Reubicación estacion de desarme/repar	FABRICACION PROTECCION CONVEYER INSTALAC		    4.029,60	USD	8242327599	ZA51560	12.02.2026
		EEX-250008-01	EX-Reubicación estacion de desarme/repar	Mechanical GT Dissasemble Relocation		        6,94	USD	8242229552	AC97495	13.02.2026
		EEX-250011-01	EX-Molds cleaning Shop Relocation	Normalizar  Carpa 15 x 60 Electrica		        4,92	USD	8242318522	AC97495	13.02.2026
		EEX-250011-01	EX-Molds cleaning Shop Relocation	CABLE 1KV 1AWG NEGRO SUPERFLEX EX09 03		-3,69	USD	8242327964	ZB06923	13.02.2026
		EEX-250006-01	EX-Upgrade AC Units Division A y B	Suminist e instalac. equipos de clima		-67,80	USD	8242274203	AC09772	16.02.2026
		EEX-250007-01	EX-C-Com Relocation (TBM, ASRS)	Construcción Nvo. Cecom ASRS		-173,58	USD	8242264842	AC09772	16.02.2026
		EEX-250007-01	EX-C-Com Relocation (TBM, ASRS)	Inst. 3 Puntos Red Nvo. Cecom ASRS		-8,49	USD	8242327937	AC09772	16.02.2026
		EEX-250007-01	EX-C-Com Relocation (TBM, ASRS)	Sum. TV (2) Led & Soportes CCTV ASRS		-5,88	USD	8242335844	AC09772	16.02.2026
		EEX-250017-01	EX-Reduccion Generacion Ruido, Fase 1			        1,38	USD		ZA20326	17.02.2026
		EEX-250008-01	EX-Reubicación estacion de desarme/repar	FABRICACION PROTECCION CONVEYER INSTALAC		-55,20	USD	8242327599	AC97495	18.02.2026
		EEX-250010-01	EX-Reubicacion estacion lubricado manual	Micrófono Motorola compacto DGM5000		      218,97	USD	8242343821	AC44147	26.02.2026
		EEX-250010-01	EX-Reubicacion estacion lubricado manual	EQUIPO DIGITAL DGM5000e		      990,52	USD	8242343821	AC44147	26.02.2026
		EEX-250011-01	EX-Molds cleaning Shop Relocation	Normalizar  Carpa 15 x 60 Mecanica		   10.289,16	USD	8242318523	ZA51560	26.02.2026
		EEX-250027-01	EX-Cambio de descarga de agua Cooling	AUMENTO FLUJO DESCARGA COOLING LINE		   15.000,39	USD	8242327606	AA16651	02.03.2026
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	CANDADOS 30 MM		      488,13	USD	8242299204	AC44147	05.03.2026
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	ALDABA PARA CANDADOS		      385,37	USD	8242299204	AC44147	05.03.2026
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	SELLOS DE SEGURIDAD		      593,13	USD	8242299204	AC44147	05.03.2026

